shipmentId,orderId,customerName,customerAddress,customerPhone,shippingDate,deliveryDate,shipmentStatus,carrierName,trackingNumber,shippingMethod,weight,dimensions,originAddress,destinationAddress,shipmentCost,insurance,specialInstructions,remarks
5ea23b8d-96de-49bf-87ef-db55a1cd6da0,52c8f90c-9810-4297-b42b-4d673ec84acd,Mr. John Simpson,"229 Mckinney Fork
Haneystad, GA 91356",784.785.4950,2024-04-23,2024-06-02,In Transit,FedEx,d573ff3f-f358-4da1-a31d-6d6f72313bcd,Overnight,20.9,61.85x8.73x5.79,"52377 Gardner Knoll Apt. 863
Lake James, OR 69791","3692 Amy Heights Apt. 449
West Alex, GA 10643",419.86,None,Likely clear high human audience.,Machine newspaper decide south ten rate Mrs.
6b355949-f775-4f53-8d5b-5f8edc743fdc,604832f1-b661-447c-9d3f-3157421a34dc,Denise Wilson,"929 Tara Fords
Michaelchester, PR 36010",001-372-728-4741x16956,2024-01-17,2024-04-08,Pending,UPS,09975424-23f3-4a34-baa4-cf4919b4229d,Overnight,1.73,46.55x8.14x17.45,"694 Frank Ranch Apt. 216
Stevensonfort, IN 15816","8952 Amanda Port Suite 069
West Madison, KS 29946",265.97,Basic,Weight section serve herself than society try.,Them defense whether issue floor avoid customer around everyone tax.
e9f3c626-ad76-4263-a881-409b109787ec,c7811c0a-2f86-4fd2-9937-03c261d30acc,Tammie Johnson,"3377 Greene Mall Apt. 077
Port Cassandra, MI 05943",001-312-839-8009x35932,2024-07-02,2024-08-18,Delivered,USPS,bae01176-aa38-47e6-93d2-dd90112b0585,Overnight,12.42,57.68x33.92x43.51,"981 Nicole Unions Suite 978
Murphyborough, OR 99045","6251 Adkins Extension Apt. 332
Haneyside, SD 27939",274.87,None,Rate hour outside others.,Fine boy lawyer risk religious anything realize consider station wide girl magazine.
67bf63a4-b716-434b-9074-309a886b68d7,2f85f9ab-008b-4bf3-a5e8-df0bd8e036bd,Courtney Turner,"058 Scott Heights Suite 217
Johnberg, FL 31580",802.768.1879,2024-05-30,2024-06-03,In Transit,UPS,73fff02d-f6c8-42b6-81a0-82fc1a8126da,Express,43.66,71.19x75.16x82.55,"2630 Brian Run
Cookland, DE 66497","95461 Smith Route
West Raymond, NJ 56276",424.05,Basic,Vote early someone.,Me manage southern citizen social decade national.
10e1e64a-a4e1-4cee-bf60-50f13c2bbfeb,959ff4ba-fd7b-43d5-ac7a-022fe900ffc2,James Marshall,"30278 Alan Corners
Christensenfort, OR 77856",738-978-4369x5264,2024-03-30,2024-04-28,Delayed,DHL,055d01b3-cba3-44c8-80b0-de78d2c12b65,Express,18.09,36.9x74.43x32.54,"62564 Duarte Forks Apt. 658
New Joseshire, MS 39823","2385 Bryant Fields Apt. 773
West Eric, KY 52891",209.24,Basic,Market health learn understand deal onto including talk.,Standard phone hospital research office near section.
2c53b459-441b-457a-b347-f1b98ac15796,65404fed-0e8d-48e9-b1ca-e8e6be877456,Mr. David Skinner,"USNV Wagner
FPO AE 73785",245-394-3463,2024-06-24,2024-07-20,In Transit,USPS,bfd6dd9d-5604-4707-aa55-c563886d6298,Express,22.94,49.9x6.58x50.51,"6175 Owens Motorway Suite 644
Toddhaven, FL 73476","51723 Katie Row
New Jacobmouth, NJ 87066",335.63,Premium,Section green actually drive food staff pull.,Employee one official commercial morning above.
54713137-8d51-49af-8c71-e37e99960710,889b5352-2db2-4396-8702-f139b6285d00,William Reed MD,"8200 Daniel Rapid
Martinberg, WV 50663",+1-804-964-7135,2024-07-03,2024-07-23,In Transit,UPS,630d0e59-8125-4008-8516-b32e98d157c7,Overnight,10.89,27.3x60.12x85.57,"81746 Long Stream
South Cynthia, LA 74332","64153 Yoder Land Suite 219
Bradyview, CT 59518",113.58,None,Congress blood we.,Stage baby report mind deal those building sell later single position heart.
cb1a8cd5-2d3b-41d6-8aab-00409f405cd0,b3775476-a07a-4681-85df-b378b8cf9dc0,Amy Garza,"47144 Paul Fords Apt. 182
Webbfort, SC 15065",757-630-5409x8923,2024-04-26,2024-06-28,Pending,UPS,fb7bbfc5-ebb7-4411-ae4d-2394441f7dc0,Overnight,48.29,67.33x20.7x48.45,"5230 Kane Pine
Elizabethport, HI 17741","54769 Young Roads Apt. 340
Alexisport, ND 32709",18.29,Basic,Their than nature control its provide.,Across low three reduce world structure fine level success.
bf82e9f5-2285-4691-a120-e14022e1e7a8,0cc3fb9f-b2d2-4b41-985e-68644992ae4f,Gina Harrell,"USS Gray
FPO AP 52015",+1-443-381-9176x9402,2024-02-27,2024-04-08,In Transit,USPS,4f6b6c17-79a1-4620-91d0-a6c625c4674b,Express,8.81,76.99x90.28x37.6,"9967 Paul Plains
Danielside, SC 33481","3797 Kirby Forges Apt. 594
Port Tiffany, CO 34451",377.28,Basic,Few nice parent woman.,Chance blue feel whole soldier reflect at speech buy.
1956ef69-2b45-41f0-a333-3f4de78cb544,16c1fc94-86df-4799-9209-a570c014b3ab,Peter Clark,"77059 Ramirez Mountain
New Kennethville, DC 60909",(865)448-0731x796,2024-02-16,2024-06-27,In Transit,DHL,a35ded8a-d3d9-41f8-bf6e-7c42aafe7ab2,Standard,27.25,44.38x47.08x96.49,"4946 Matthew Trail Suite 281
Lake Michael, VI 52839","1072 Scott Parkway
Smithtown, VA 77130",108.91,Premium,Interview very top radio.,Health almost down activity successful back country produce American reason house.
36be524a-1590-453a-900d-5a0d662c0555,cb25fe50-e62d-40b7-99cd-5f250b1158f4,Robert Wolf,"91482 Young Crest
North Sarashire, NH 10707",410.364.1946x96324,2024-05-18,2024-05-23,Pending,UPS,009fb2f9-12aa-4399-8844-01b904965e49,Standard,45.49,12.79x59.88x80.37,"56306 Ramirez Locks
New Justin, HI 95485","2508 William Prairie
North Matthew, OR 89738",323.27,None,Accept to water.,Account door south officer property reduce agreement growth.
b0e28aba-57cc-4fdf-ab79-fd6f04a26729,70309398-0b6a-4461-bcbe-036cfea928a5,Benjamin Vasquez,"6572 Richards Corner
West Karlamouth, UT 87838",+1-332-765-8743,2024-06-21,2024-07-31,Pending,UPS,d49d0f90-2bac-4cc7-9585-891c338a99d7,Standard,36.33,22.47x37.24x34.52,"760 Kirby Roads
Rowlandville, VA 22071","72565 Eric Islands Apt. 266
Meyermouth, ND 18811",397.82,None,Choose operation whom individual.,Control billion Democrat feel civil pull total political effect.
cd9d9dd3-aa4c-4038-9dd5-b75f4170d1cc,ea5b7e36-122f-485f-ae10-cf22f2123997,Mark Fuentes,"4791 Laurie Locks Suite 985
Kimhaven, FM 98470",855-584-2032,2024-04-14,2024-06-08,Delayed,UPS,5754fcf1-b581-489a-b74b-11165b3765c7,Standard,3.54,82.42x69.67x10.2,"3982 Karen Mountains
West Nicole, KS 15797","8934 Stephanie Ports Suite 370
Morganland, SD 54652",138.89,Premium,Condition themselves study bad difficult because save.,Behavior work happy majority fill walk at ago out.
6009e570-abbc-4627-b4cf-354fbd056c42,bcfc00b2-7fb6-46d8-841a-7c816caa94bb,Eric Edwards MD,"522 Maxwell Mill Suite 219
Matthewville, NM 93890",370-214-0912x5204,2024-01-05,2024-08-16,Delivered,FedEx,74aefcf6-9002-40f3-88a1-1411ab3c162d,Standard,32.98,33.8x11.34x56.48,"8956 Jones Wall Suite 396
New Christopher, UT 34492","2539 Timothy Way Apt. 479
Gonzaleshaven, GU 34362",96.42,Basic,Have attack pass each authority fish wrong reach.,Poor manage parent could media language order night campaign certainly tend.
26ac17d4-6025-4fda-9110-03c5daf4c4f1,ef61d674-da05-4de8-914e-e1d38bd28f2a,Julia Patterson DDS,"118 Adkins Glens
Pattersonborough, OK 07612",001-392-333-6251x97168,2024-05-14,2024-06-24,Pending,FedEx,f4cb60a9-ede0-4711-a3a9-976ef54314e2,Express,10.17,10.81x35.19x16.28,"47348 Bonnie Brook Apt. 259
New Natasha, KS 26982","9174 Knight Gardens
Leahfort, NC 02067",15.89,None,East tonight site continue sign power.,Including card generation around draw wind your outside serious north.
820e462b-4b53-4547-bd2e-bc180930f1be,ba39c39b-5192-48fd-9c78-31af4bfd0788,David Wheeler,"7302 Leslie Valleys Apt. 452
North Susan, NM 98973",985.613.0844,2024-05-05,2024-07-31,In Transit,FedEx,f97f1bba-f8fc-41b2-b15f-c24df6cefb99,Express,43.53,28.3x52.58x98.36,"Unit 5327 Box 0901
DPO AE 48445","5619 Jake Freeway Suite 650
Brittneyville, MO 43040",163.49,Basic,Arrive somebody feeling discuss school should base.,Cultural article total seem Democrat challenge everybody identify will.
90c4b557-375d-415d-801b-13437db95fb9,6af64201-a3d8-41be-864d-b1fa60ce4c93,Amanda May,"20375 Shannon Fords Suite 509
Kempville, NH 54790",544-529-3327,2024-06-21,2024-07-19,Delayed,UPS,45d0ed18-1909-4427-b0a7-03ad915cccea,Express,10.35,61.03x36.09x58.19,"6247 Mcclain Drive Apt. 282
Reynoldsland, CO 30074","785 Shelton Knolls
Robertsonshire, WI 61361",103.23,Basic,Deep call more Democrat student center speech.,Across consider long resource product time final animal executive answer industry easy serious.
eb389ea2-cb64-4d09-b784-7afbd3a97c54,b05e9e68-e08e-42fa-9a7b-71e361ea6792,Jessica Meyer,"123 Jonathan Course Suite 452
Simpsonstad, GU 61074",576.427.3170,2024-01-25,2024-08-18,Pending,FedEx,5cf7dd4d-9823-4e2c-a47f-e88e06b4c77f,Overnight,7.91,9.34x78.19x13.97,"15464 Robert Viaduct Apt. 939
Barbertown, RI 59287","51899 Hoffman Fields
Thomasville, NH 30248",355.89,Premium,Space hotel system truth even.,Serve project body major doctor short father design career detail situation.
6f362e5e-9dc8-4cfd-82ce-16422186e087,131f41bb-0505-4541-944e-7009fecacb3f,Jason Mcintosh,"1901 Payne Port Suite 183
Christopherview, CO 14817",731-208-5006x72022,2024-03-28,2024-07-29,Delivered,DHL,15dd2405-28d2-4f2d-a60b-de8d61011328,Standard,0.84,39.62x87.64x59.59,"420 Bradley Springs
Emilymouth, WI 31685","3059 Joan Valley
South Jonathanshire, AK 71016",334.62,Premium,Various southern student staff leave.,Culture home dream wind should agreement direction meet without result attention or amount.
1d7b8f69-a542-4e47-8142-316df2ebf8b8,59fae434-82ee-4c1b-83b9-988d6f29e29b,Jonathan Park,"PSC 1023, Box 9360
APO AP 97933",+1-277-601-8362,2024-03-22,2024-03-25,In Transit,DHL,ccc6d89b-d1c9-469e-8f90-99f9e010ff06,Express,33.47,98.98x45.55x55.13,"38673 Anita Squares
West Julia, WA 01847","PSC 2814, Box 6634
APO AE 86285",221.0,None,True quality too discussion production material relationship.,Human environmental life rather culture order final it form wear.
8f9fc659-6c30-42f8-add4-85ec7835a112,c266db30-f1ed-48fb-827e-fa17bd49cf92,Madison Harris,"941 Gonzales Isle
East Thomasburgh, AS 33595",6506409193,2024-02-04,2024-07-05,In Transit,FedEx,70001c57-7cda-448d-96c8-350ea03a45bd,Overnight,7.9,87.73x47.24x64.88,"104 Patrick Highway
North Russellville, NM 81932","Unit 1658 Box 7297
DPO AE 62254",162.0,None,Trip another inside against simply various parent.,Exactly out also knowledge particularly live simple protect other build.
7c56d607-0490-43b6-9367-83e291bd6fd0,61d196f6-4843-48a3-8641-8bb8ca836e02,Jeffery Abbott,"82990 Rich Ferry Suite 156
East Stephaniefurt, SC 11268",(357)220-2721,2024-03-18,2024-05-28,Delayed,USPS,291a77da-d8e2-45e8-be61-aba630687787,Express,27.52,12.07x54.01x99.03,"80735 Latoya Neck
Port Joshualand, OK 19180","760 Carla Wells Suite 357
Chadborough, NJ 07667",333.53,Basic,For world interview discover term law anyone.,Almost other mother serve hour order check.
b08ca2a9-25bd-4baa-aaba-2cdad47dec43,a740b4fb-fd56-4439-be76-82f8688717ea,Taylor Curry,"8459 Wang Valley Suite 693
South Scottchester, NE 98126",+1-316-362-3927,2024-07-13,2024-08-17,In Transit,USPS,86c1849e-e46b-4dc7-a070-f31e73260899,Overnight,33.49,51.13x95.22x24.58,"075 Chandler Mission Apt. 694
East Michelle, VT 80054","57385 Miranda Fields Suite 803
Larryside, NE 97502",254.3,Premium,Cover those size population discover.,Against treatment administration generation them put play.
335a515f-7c12-4257-9c9b-0a292c1e0d55,0fbb1457-8584-4198-8738-75fa096aa078,Adam Price,"6952 Kathleen Ports Apt. 872
West Jessica, FL 89399",(296)770-0048x25994,2024-03-04,2024-04-27,In Transit,UPS,fd8bafce-a457-4a5e-b7b7-5fdebdd6592a,Overnight,4.69,66.94x57.81x37.32,"PSC 9752, Box 7935
APO AP 47688","8738 Deborah Falls
East Samuel, PA 43254",21.31,Premium,Quite meet pressure seven.,Yet although attention ball serious reach herself share size pass.
bbda97fc-8800-4e61-8f67-a88bdb8bdec4,88820238-a393-481b-a542-34a834095c8b,Taylor Green,"PSC 7879, Box 1855
APO AP 74223",+1-754-386-8645x080,2024-06-08,2024-08-04,In Transit,UPS,3b93638a-e6b7-492f-b988-0bd6cc0d136b,Overnight,14.77,8.99x83.86x29.84,"554 Alexandra Spurs
Lake Nicholas, VI 88332","545 Mary Walk Suite 325
Kathryntown, MH 43711",11.62,None,About let right reason.,Physical win heart ask term effort see kind.
e144ccbb-c5df-4754-ab30-33f747d9dde5,64318a2a-e5c3-4fd1-ab87-d05e2766aee7,Bianca Thomas,"3262 Davidson Islands
New Erinstad, AS 86216",001-326-872-3490x79870,2024-06-06,2024-07-19,Delivered,FedEx,3d2ec7b7-e8a4-43cb-8870-950637d3fe63,Standard,46.62,66.03x12.79x16.01,"93934 Bradford Highway Apt. 821
Domingueztown, GU 88893","8141 Roberts Hill Apt. 935
South Amy, TN 91210",69.32,Basic,Remain trial future and.,Employee heart medical common major benefit wall suggest.
ac6de9d4-10bb-4967-81f3-a69dbb42c221,d2eb5e91-6d7a-46a2-9b5d-0ad5f2eb1a58,Jonathan Jackson,"4638 Cynthia Ways Apt. 861
South Justinberg, CO 07696",703-257-9274x38680,2024-05-09,2024-06-23,Delayed,UPS,10f97782-01e3-4a5d-9f8a-605a0afe39b6,Overnight,40.15,11.36x8.43x39.32,"08646 Erin Crest Apt. 304
Lake Elizabethstad, VT 07769","156 Briggs Cape
East Nicholaston, WA 41337",70.27,Premium,Lawyer ok practice finish.,Political choice fast pick indicate pass government check.
686c4cd0-34d7-4f37-97d6-1b0fcbc66690,7519cfe7-434b-4722-92a5-c7fd3f116cc3,Ashley Day,"69198 Fox Lakes Apt. 686
West Daniel, SC 14971",(913)671-9866x73051,2024-02-24,2024-02-26,In Transit,USPS,9a635721-a8ae-4f74-9ebe-55bf6aff3aa4,Standard,2.25,50.24x30.58x37.45,"0640 Brian Points Suite 308
Harperborough, OK 77679","7601 Buchanan Mission Suite 692
Lake Brooke, AK 26798",104.23,Premium,Really somebody police face within campaign.,Month check fast culture within our far anything image.
684116ee-87b3-46d0-a575-dae02cd593bb,95ffe469-45fa-4a06-89e2-b5050843b533,April Sosa,"49230 Tyler River Apt. 097
Turnermouth, WI 31147",722.654.4851x98467,2024-05-10,2024-07-23,In Transit,USPS,0acd432f-0572-496a-94cf-8c1254d8dfd4,Standard,49.38,31.72x42.28x85.31,"1835 Snow Cliffs Suite 784
West Rachel, NE 40994","USNV Ward
FPO AE 12112",275.64,Basic,Share describe particular.,Attention major speech those way perform sort.
2705b2b9-03df-444c-8281-cf0f8826ab89,adf02aac-141c-4584-851e-30b7e716feb4,Debra Thompson,"708 Terry Fort Apt. 157
Tammyland, CA 42693",(449)476-6446x1472,2024-03-08,2024-07-17,Pending,USPS,7982997f-6b82-4a06-8cf2-5b9e6c626b79,Express,34.16,18.93x91.63x68.12,"29966 Good Meadows
South Davidport, CT 22118","56351 Stone Locks
New Roberthaven, NH 89889",262.35,None,Smile population stand Republican talk store Mr never.,Poor head network new experience artist everybody resource station top type as fine.
9077c526-aa3b-43ea-98e1-fa176444cdd0,982b8dcf-5fb6-4f75-a4cd-f150a13eb7a5,Jason Wood,"8707 Alvarez Turnpike Suite 231
Port Gregory, AZ 41305",866-312-8927,2024-05-28,2024-08-02,Pending,USPS,7fb30206-6774-4143-9dff-0cc0ef278859,Overnight,22.19,78.38x61.09x22.81,"42439 Price Dam
Harrisport, OR 71488","87068 Wilson Circle
West Morgan, ND 54667",119.52,Basic,Travel free type serious life agreement.,Whom short listen people expert couple agent trouble.
3731ee50-34aa-4c0c-8fca-f60f6362fae7,0ccd73c1-8a56-4825-9174-ad1daa70f8eb,Lisa Cruz,"378 Hendrix Drive Suite 045
East Nathan, MN 53814",001-858-601-0474,2024-03-29,2024-06-08,In Transit,FedEx,7ca369df-0683-48ac-a0df-4d8fbf3ab4d5,Standard,27.34,90.83x85.44x66.78,"0847 Morgan Turnpike Apt. 054
North David, UT 01849","737 Clark Brook Apt. 839
West Jake, LA 14922",351.96,Basic,Dark line total give allow.,Represent marriage particularly effect reach vote measure shoulder about society.
e9c79dcd-adc0-461b-8e53-9b2dde07ab93,5253ef8f-2737-491e-80f6-72e234acc40b,Mrs. Sarah Williams,"192 Williamson Pine
Port Ashleymouth, MP 34627",874-250-8770x49763,2024-05-09,2024-05-21,Delayed,USPS,ea01fb42-efde-43c5-8554-0460ae8bd1fd,Express,5.2,24.15x81.88x17.95,"152 Teresa Crest Apt. 857
North Daniel, WI 88832","04527 Kimberly Turnpike
Travishaven, NM 97574",247.14,Basic,Put actually sit heart themselves stop.,Adult hour window explain speak property common set town fire senior.
ea59c72f-6448-4bd7-a2da-dc714e134080,a85f1240-1905-4730-bd08-efed6879dad8,Gabriel Diaz,"469 James Extensions Apt. 060
Jamesmouth, IN 62474",611.691.6573x499,2024-06-14,2024-06-21,In Transit,USPS,3a7523ff-4ddb-4d8a-b458-6eb7e7a30b28,Standard,6.51,6.46x79.34x84.45,"753 Moreno Ports
Seanstad, NV 71248","USNS Woods
FPO AP 05998",23.43,Basic,Population land skill weight talk.,Education hour turn wish expect require lead.
5496801d-4022-4a08-b3e4-8092535aa538,27aa118b-7ac0-47b8-8767-6e58d1d937ca,Marcus Smith,"397 Ramsey Greens
Rosebury, ND 50059",860.388.3129x825,2024-02-01,2024-06-12,Delayed,USPS,c0ec675a-b930-4f0c-b6a3-ea998d42c9c5,Express,11.64,81.83x26.77x15.98,"1182 Kenneth Flats
Cameronfort, SD 21053","PSC 7618, Box 6257
APO AP 06256",389.66,Premium,His recognize claim instead stage outside quickly federal.,Entire down writer human also turn government thought civil.
8f76dd58-f0a9-40ea-9fda-cb9ee44457a3,5de621fb-b8ed-4cdd-b408-f1416733e0bb,Michael Chan,"20250 Scott Forks
Ashleyview, SC 11474",459.323.7703,2024-06-02,2024-06-06,Delivered,DHL,5b65fd03-baa1-4968-b2de-8ff54a3e963c,Express,33.93,41.4x31.09x89.26,"532 Lewis Spur Suite 775
Lake Christian, MT 81873","4945 Phillip Vista Suite 168
Simpsonhaven, MI 15923",231.3,None,At remain tonight on public should exist.,State candidate add leader ready glass raise tonight economic law memory offer.
b315c02f-c3d6-48b4-a927-1edb48359381,8cd2b81e-4d8b-414e-a9b8-7bd719bcbe2d,Kimberly Carey,"PSC 6010, Box 2292
APO AE 61966",880-859-0428x2077,2024-04-02,2024-04-29,Pending,UPS,e25b1f6d-dc36-4b90-94d5-7694fa3a5ca1,Express,28.76,29.51x47.96x56.71,"88665 Parker Street Suite 830
Lake Soniachester, SC 02702","60876 Hicks Flats Suite 711
West Ashley, MS 40860",69.93,None,Painting clear officer never method ability.,Realize or time far certain fly significant art air floor smile way.
59a634e1-4f69-4b28-b925-0076688cf3bc,ebf637e3-329e-4609-a188-b57c326f4cf5,Amanda Proctor,"177 Carlos Centers
West Karenville, SC 95127",(375)710-3094,2024-03-20,2024-08-06,Delayed,UPS,7889954c-0a28-4f72-bc31-c4bd6179cf95,Express,1.84,40.51x57.74x38.49,"PSC 1740, Box 1149
APO AP 00587","5510 Lisa Falls Apt. 990
Sandersburgh, IL 86425",171.6,Premium,Medical tough contain movie those idea seem.,Some popular successful decade race again weight information common wish remain stock.
97eecb3c-1e0a-47de-a330-11898b91597e,9a43300b-e3c5-4825-a3d2-8ef671deb716,Kyle Bailey,"28714 Ruben Tunnel Suite 933
New Mariahaven, OK 94151",001-299-906-7523,2024-07-13,2024-08-14,Pending,FedEx,b246315f-41e5-4ff6-b8fe-03fe6eeb945d,Standard,6.0,30.91x55.1x63.17,"383 Richard Radial
New Jillfort, LA 42871","793 Martinez Cliffs
Colleentown, MN 62500",24.83,Premium,Not resource big few society.,Bar more per from teach compare exactly help difference three soldier material maybe.
8d763927-4714-430e-91f4-b286f2669702,18291926-dc8c-4081-bc28-0be71feb9014,John Hutchinson,"34507 Franklin Oval Suite 659
Lake Davidchester, UT 37982",895-444-6401x8158,2024-07-10,2024-08-15,Delivered,FedEx,01b0caf7-90e7-4fa5-a6d6-267a6d1dfb92,Overnight,23.39,7.06x70.76x86.99,"2935 James Walks
Emilystad, VT 65467","432 Gary Village Apt. 156
Lake Kimberly, NY 88480",298.42,Premium,Sign myself town sort health yes.,Throughout side cause possible party range practice name watch able thought.
494bf16d-2621-46aa-9267-92ecd9c0b8de,8ca5035e-42c6-4a2e-a0bc-bae3532cfedb,Heidi Gill,"00367 Angela Plain Apt. 785
East Jameschester, WY 42334",594.540.7162x63502,2024-07-02,2024-07-20,In Transit,UPS,faed13e3-c788-4048-abdf-bf7faf5ed710,Overnight,38.18,37.11x43.2x27.85,"730 Adam Ports
North Andreaberg, MN 18493","20447 Eric Harbors Suite 080
West Peterchester, WA 70069",108.98,None,Ball company especially can.,Rise practice he better outside serve big mean hold political.
ba3f1c31-f3c1-4498-ac62-24c2952c23de,d5a84714-470b-4ef2-a9b8-37fe87aa624a,Jonathan Smith,"13882 Davila View
Taylorberg, VA 74004",+1-454-412-3630x666,2024-07-19,2024-08-17,Delivered,FedEx,1e05620d-bc4a-481e-a671-eec92233461b,Standard,49.13,22.7x93.43x53.66,"2661 Miller Rest
Ramirezstad, NV 76260","14428 Michael Route Apt. 399
North Alexburgh, WY 18504",213.1,Basic,Huge everybody everyone walk.,Second economic evening room process certainly sister.
